plane,manufacturing_year,type,manufacturer,model,engines,seats,speed,engine,fuel_cc
N16571,2002,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,8970.549443
N165US,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,45369.12109
N166PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,15033.20165
N16701,1998,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,27938.07756
N16703,1998,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,28428.93799
N16709,1998,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,28538.39122
N16713,1998,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,27734.3212
N16732,1999,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,27624.0351
N167US,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,45205.9367
N168AT,2004,Fixed wing multi engine,BOEING,737-76N,2,149,,Turbo-fan,27873.60345
N16911,2001,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,8501.337252
N16918,2001,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,8545.684878
N16919,2001,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,9253.022653
N16951,1998,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,8790.084588
N16954,1998,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,8826.069038
N16961,1999,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,9207.616898
N16963,1999,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,8672.57401
N16976,1999,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,9261.39506
N16981,1999,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,9079.048095
N16987,2000,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,8850.994076
N16999,2000,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,8999.594146
N169AT,2004,Fixed wing multi engine,BOEING,737-76N,2,149,,Turbo-fan,27442.92628
N169DZ,1998,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114930.0332
N169UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,45578.82505
N170PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14167.69918
N170US,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,45177.91006
N17104,1994,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,37537.75753
N17105,1994,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,38024.33091
N17108,2002,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8403.631305
N17115,2002,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8686.159698
N17122,1997,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,37875.54238
N17126,1998,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,37634.94325
N17128,1998,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,37714.88482
N17133,1998,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,37262.84585
N17138,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8411.531243
N17139,2000,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,37066.89417
N17146,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,9121.270139
N17159,2004,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8289.083267
N17169,2004,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8227.694325
N17185,2005,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8845.889631
N17196,2005,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8604.271585
N171DN,1990,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,115227.949
N171DZ,1998,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,115056.9988
N171US,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,45554.45359
N17229,1999,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan,28258.22139
N17233,1999,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan,28099.49749
N17244,1999,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan,28449.08487
N17245,1999,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan,28452.40625
N172DN,1990,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,115506.5889
N172DZ,1998,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114748.255
N172US,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,45210.61366
N173AT,2004,Fixed wing multi engine,BOEING,737-76N,2,149,,Turbo-fan,27749.11693
N173DZ,1998,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114588.6631
N173US,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,45594.45995
N174AT,2004,Fixed wing multi engine,BOEING,737-76N,2,149,,Turbo-fan,27601.34361
N174DN,1990,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114807.3395
N174DZ,1998,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114338.1859
N174US,,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,
N17560,2002,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,8212.727137
N175AT,2004,Fixed wing multi engine,BOEING,737-76N,2,149,,Turbo-fan,27840.49795
N175DN,1990,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,115238.414
N175DZ,1999,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114751.5223
N176AT,2005,Fixed wing multi engine,BOEING,737-76N,2,149,,Turbo-fan,27613.68278
N176DN,1990,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,115130.7641
N176DZ,1999,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114714.6314
N176PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,15037.70253
N176UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,45785.16226
N17719,1999,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,27860.65957
N17730,1999,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,28195.14692
N177DN,1991,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,115057.8636
N177DZ,1999,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114590.9302
N177US,,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,
N178DN,1991,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114939.8572
N178DZ,2000,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114536.8166
N178JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,6220.410349
N178US,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,45236.01837
N17984,2000,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,8466.93781
N179DN,1991,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,115128.3506
N179JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,6396.383724
N179UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,45628.67747
N180DN,1992,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,115512.4997
N180US,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,45654.33078
N18101,2002,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8777.659586
N18102,2002,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8850.212799
N18112,1995,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,37341.59647
N18114,2002,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8886.227471
N18119,1997,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,38042.29155
N18120,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8430.760464
N181DN,1992,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,115028.1208
N181PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14101.51842
N181UW,,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,
N18220,1998,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan,27706.74934
N18223,1998,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan,27716.32513
N18243,1999,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan,28060.55112
N182DN,1992,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,115357.3196
N182UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,45646.25539
N183DN,1993,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114727.4055
N183JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,5774.387032
N183UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,44933.48206
N184AT,2005,Fixed wing multi engine,BOEING,737-76N,2,149,,Turbo-fan,27831.15002
N184DN,1993,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,115219.9138
N184JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,6460.194578
N184US,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,44840.96563
N18556,2002,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,8931.949447
N18557,,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,
N185DN,1995,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114592.1005
N185UW,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,45198.1555
N186DN,1995,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,115134.7126
N186PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14967.12277
N186US,2002,Fixed wing multi engine,AIRBUS,A321-211,2,199,,Turbo-fan,45627.88137
N187DN,1996,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114867.8031
N187JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,5847.952831
N187PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14273.28553
N187US,2002,Fixed wing multi engine,AIRBUS,A321-211,2,199,,Turbo-fan,44861.68376
N188DN,1996,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114709.7183
N188US,2002,Fixed wing multi engine,AIRBUS,A321-211,2,199,,Turbo-fan,45292.56096
N189DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114881.3726
N189UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,45015.39084
N190DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114661.4374
N190JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,5782.750679
N190UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,45362.55527
N19117,1996,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,37955.77646
N19130,1998,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,37953.45923
N19136,1999,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,37558.74219
N19141,2000,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,36994.37428
N191DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114844.1338
N191UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,45370.83042
N192DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114434.7454
N192JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,5592.038681
N192UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,,Turbo-jet,45578.91293
N193DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114844.7382
N193JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,6016.271378
N193UW,2008,Fixed wing multi engine,AIRBUS,A321-211,2,199,,Turbo-fan,45143.13796
N194DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114954.8562
N194UW,,Fixed wing multi engine,AIRBUS,A321-211,2,199,,Turbo-fan,
N19554,2002,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,8316.032968
N195DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114581.324
N195PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14127.51596
N195UW,2008,Fixed wing multi engine,AIRBUS,A321-211,2,199,,Turbo-fan,44739.64506
N196DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114818.5511
N196UW,2009,Fixed wing multi engine,AIRBUS,A321-211,2,199,,Turbo-fan,44968.96828
N197DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114956.0374
N197JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,6236.3684
N197PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14493.58431
N197UW,2009,Fixed wing multi engine,AIRBUS,A321-211,2,199,,Turbo-fan,45031.06623
N198DN,1998,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114488.2271
N198JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,5726.520454
N198UW,2013,Fixed wing multi engine,AIRBUS,A321-211,2,199,,Turbo-fan,44918.06427
N19966,1999,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,9065.151283
N199DN,1998,Fixed wing multi engine,BOEING,767-332,2,330,,Turbo-fan,114812.7023
N199UW,2013,Fixed wing multi engine,AIRBUS,A321-211,2,199,,Turbo-fan,45095.81531
N200PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14551.44878
N200WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25647.22096
N201AA,1959,Fixed wing single engine,CESSNA,150,1,2,90,Reciprocating,4714.56321
N201FR,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,39085.12193
N201LV,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25378.13225
N202AA,1980,Fixed wing multi engine,CESSNA,421C,2,8,90,Reciprocating,7184.854727
N202FR,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38908.97668
N202WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24869.86075
N203FR,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-214,2,182,,Turbo-fan,38779.99375
N203JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,6126.122224
N203WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25304.04622
N204FR,2004,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38714.04444
N204WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25235.15255
N205FR,2010,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38679.73866
N205WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25177.36947
N206FR,2010,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,39011.75812
N206JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,5997.581478
N206UA,1999,Fixed wing multi engine,BOEING,777-222,2,400,,Turbo-fan,165314.8596
N206WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24833.19415
N207FR,2010,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38427.02352
N207WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25357.27322
N208FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38847.59195
N208WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24976.76122
N20904,2012,Fixed wing multi engine,BOEING,787-8,2,260,,Turbo-fan,73386.83014
N209FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38369.76197
N209WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25574.78824
N210FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38930.7537
N210WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25058.27922
N21108,1994,Fixed wing multi engine,BOEING,757-224,2,178,,Turbo-jet,38029.23619
N21129,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,9154.988269
N21130,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8405.16859
N21144,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8419.355353
N21154,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8315.362456
N21197,2006,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8199.138466
N211FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38826.95769
N211WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25407.90637
N212WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25063.09955
N213FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38181.86326
N213WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25150.68382
N214FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38934.17666
N214WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24851.35833
N21537,2001,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,9010.126643
N215WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25631.53817
N216FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38957.29697
N216JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,5681.509644
N216WR,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24689.03272
N21723,1999,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,27876.01169
N217JC,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25271.53184
N218FR,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-214,2,182,,Turbo-fan,38673.85912
N218WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25484.657
N219WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24931.26415
N220WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25389.76437
N221FR,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,,Turbo-fan,38459.2478
N221WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25146.63038
N222WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25249.1942
N223WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25578.29276
N224WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25368.30435
N225WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25424.47334
N226WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25637.79395
N227WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25452.82911
N228JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,6403.551698
N228PQ,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14495.65699
N228UA,2002,Fixed wing multi engine,BOEING,777-222,2,400,,Turbo-fan,165955.9904
N228WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24978.36598
N22909,2001,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,8558.789014
N22971,1999,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,,Turbo-fan,9057.672631
N229JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,6435.405419
N229WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25616.08168
N230WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24836.71821
N23139,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8266.476038
N231JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,6182.394343
N231WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24730.22516
N232PQ,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,,Turbo-fan,14352.11683
N232WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24910.18038
N233LV,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24983.10034
N234WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25354.5301
N235WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24939.02787
N236JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,6113.541464
N236WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25158.34171
N23707,1998,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,28189.48189
N23708,1998,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,28012.89798
N23721,1999,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,27665.08387
N237WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25352.54141
N238JB,,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,
N238WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25468.4472
N239JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,6197.983539
N239WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25635.98993
N240AT,2005,Fixed wing multi engine,BOEING,737-76N,2,149,,Turbo-fan,27336.9711
N240WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25102.89397
N24103,2002,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8775.573439
N24128,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8874.932019
N241WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25678.72731
N24202,2000,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan,28375.54951
N24211,1998,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan,27823.76786
N24212,1998,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan,27948.37913
N24224,1998,Fixed wing multi engine,BOEING,737-824,2,149,,Turbo-fan,28389.64195
N242WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24917.20431
N243WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24793.15028
N244WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25388.06643
N245AY,1987,Fixed wing multi engine,BOEING,767-201,2,255,,Turbo-jet,71477.97996
N245WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25363.54109
N246LV,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24722.46838
N24702,1998,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,28004.83923
N24706,1998,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,27942.15719
N24715,1998,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,27737.35277
N24729,1999,Fixed wing multi engine,BOEING,737-724,2,149,,Turbo-jet,27725.64911
N247JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,6111.902267
N247WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25417.55563
N248WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25055.91527
N249JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,,Turbo-fan,5589.00807
N249WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25622.4218
N250WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25326.07663
N25134,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,,Turbo-fan,8717.390748
N251WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25100.13556
N252WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25284.73077
N253WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25227.02896
N254WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,25172.47187
N255WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,,Turbo-fan,24811.55111
